frequency,attack-angle,chord-length,free-stream-velocity,displacement-thickness,scaled-sound-pressure
605.3073671116828,-0.06317796564090235,0.30470730646977723,55.75170292083561,0.0026365005069345724,127.66947541579182
374.1673606217453,9.880551937563126,0.15250417874297023,31.67910440509001,0.025589556663383438,128.887661970255
12483.334972493823,-0.0964934956050545,0.05187541158037086,31.83363614732912,0.0007310565950601647,119.06037347361558
670.0867043460592,3.989324189146663,0.22780440310518246,31.55704556042781,0.00499824549920956,130.35642981517725
1003.8555182277328,9.561849674914757,0.02459849452427354,55.33864359550965,0.0043302416860183275,130.34210484948238
301.02520282815493,8.927127912423622,0.10253021331834682,71.35929774807859,0.01043131625722734,136.5563070661111
486.9077447854436,3.9674185238723747,0.22774117733231422,71.01645692758106,0.003924200007916809,126.83757620072713
1013.2260671273217,2.015625046688756,0.2291176440855091,39.47586722294542,0.0035720689816195936,129.136331247778
5008.56172146701,7.330923054220231,0.22767080503704487,39.551308817073696,0.012234484625828424,112.09087513852492
608.6345273083448,2.03007998931456,0.2276980802302084,31.6890647344992,0.003699502145732967,129.10764347534496
1627.5005460611587,6.652307576944648,0.10179884329658727,71.22615725514109,0.004893672551114302,136.7511223225723
3191.1561741826704,15.55743958515286,0.10178346279534145,71.29780439843738,0.04365793342406191,116.3886856292916
1534.8223757325475,-0.021874013249885714,0.05043734267428617,55.695147672988966,0.0005638183992791205,128.72495035450103
4995.897145028423,1.9866927349001264,0.22904447537106995,71.44381600564986,0.002751706816072569,122.8310196310958
3121.7968505092076,2.0136158823068464,0.22692271516377857,39.569834678840714,0.00370690169201323,121.6315385329663
1617.3407947129713,3.285555004840131,0.0993672484136432,31.583956629744577,0.002532714522316919,133.44602632965442
781.6620837642023,12.682446390544278,0.025861143124079444,39.40797179239335,0.013119872364399267,130.23728771004224
4020.3459488188328,1.9830739037065503,0.22903640988252505,31.874784917188038,0.0035467952317303013,120.50736466380395
408.0208031606665,8.871816638546173,0.10038470355047902,71.24779316193239,0.010401802582463674,138.1253685425839
1282.7092055676,3.9365661156328207,0.22782928474415481,55.51216510648286,0.004179719287180021,131.29261455575872
2538.0360775728022,5.310464485764751,0.2301104758424583,71.47912866153365,0.004916751328706885,123.7579894073213
1230.6813883576401,12.598956368519204,0.024099576285196874,71.28943053606177,0.012253260034269875,133.06391601135445
6297.977991714838,0.027411869638928752,0.0506963451239851,31.54304008477509,0.00038859280341545807,130.352752763779
592.5600912670623,0.08768673853728894,0.15414810582002736,55.491823498879825,0.0017589131026164257,123.53906367090347
1601.7567686153916,12.60116093893615,0.15279431727697204,39.713516440599605,0.05826677376728988,110.7479160074418
4966.023307646327,4.1867749968476975,0.05258795533638951,71.17683768375704,0.001475278924827734,132.7844528415563
7988.536859075147,2.961677646280308,0.3042181441121449,71.36475737395142,0.00447839019732929,114.59405786677293
299.7971671447458,15.450250950824895,0.05176916393538138,55.422453475223776,0.027116476725850908,124.16889248695834
4999.8864273203835,2.9973125059396986,0.30321992588271596,71.6243282016504,0.004358399464276623,118.20741348262248
6298.495864603003,9.877089112134751,0.15167541951495084,31.641016547269484,0.025239329817345096,108.56621252799087
6297.729828251187,9.468689984706504,0.025589259829884168,71.2655005833014,0.004030778111072135,127.29203095154561
257.73807706628634,9.8846841174292,0.1520217237048282,39.44000466005032,0.023508614565247474,127.36831611858881
436.05768271870005,7.214550822043873,0.2273900435458113,55.51316188001299,0.011015721609169882,135.9268902557389
4968.42319663393,-0.01655656521398177,0.3039922817924532,55.284781383721175,0.003042254597348567,119.64694624734787
1635.7995373245483,3.268318592066616,0.10110942739339622,55.65684241937152,0.0024582079071710913,133.5603109315908
6305.822181711898,17.382988487510076,0.02640269100357719,71.16081885940575,0.016195981187079395,119.85531640332984
3184.0724028229592,8.364638581118891,0.050414225110525415,31.905988143929914,0.006014534048257751,122.18629544578612
602.874839379497,9.795303821322168,0.15322261310572471,71.46679705702874,0.01935154494300535,129.8077740782965
2009.7036758810884,4.789274921235687,0.025864779175658683,39.74917669361303,0.0009268450321214983,128.97038153456828
403.35529076778886,9.48615040490037,0.026215970160196743,39.68560097745867,0.004380219127723756,120.93037909184793
984.1817422312964,15.551022150392978,0.10231064041474247,39.59873654860544,0.05286020300353099,119.21510919218132
3167.070008515876,8.869628381615838,0.10215323929665934,71.49123849685247,0.010445301079060934,123.20453568633197
2036.6695879889521,-0.07812062349138532,0.3048744564202367,31.745404582744943,0.003234519878242927,122.3309997683767
347.2372807457318,15.327057691062903,0.0493568506322786,32.139826913549825,0.029141403495683605,122.73429691158397
9977.527015347576,-0.07442506896077106,0.3057629620265874,55.345023704865866,0.002834817719826687,113.05857227776046
523.9329216513242,-0.04248735978720683,0.15303628307973793,39.54786185261596,0.002033365826536989,119.51607350092026
1946.6438147315575,0.03502431869600175,0.025082782549892407,39.49736923464068,0.00031622734491525817,130.0242623192158
2549.621083878326,-0.0737231504120714,0.22931640812108417,71.2431218100519,0.0021312367854926773,128.26231632663274
537.3801906633765,0.04442023681264438,0.3053059697680988,55.48649821899929,0.0031317913337827363,126.38097436348593
2529.1497531025207,-0.06422059850957072,0.1518108014018038,31.721110998557283,0.002190320360136169,125.80302372073537
800.3226047327893,5.3637947213717725,0.1529182696747144,71.03671535259889,0.00393096569184691,131.2770100507105
258.21793111639005,17.244013071756182,0.0251782972769167,71.20274633330241,0.015980498842445318,113.8267568930878
7996.571256776063,7.101611594082077,0.15277461320594019,71.51180791666243,0.00749781451233449,113.35556360004702
3209.3321987063264,15.432379210231815,0.049356852225308306,55.631409307479586,0.027092510399900398,123.5016752989764
2520.4188548631414,3.9731773833428883,0.3058127570978458,39.76473112168304,0.005859350035501555,120.21593683601253
1049.7858389966525,15.487442123280589,0.04959597782258195,31.557849923600415,0.028965924415030014,124.41559795472072
349.6397438705606,9.484108012202345,0.02448114607607151,39.57534742922347,0.00466996155450287,119.28994132341276
685.3211699896614,9.825999268220183,0.15040515451802342,39.64531131009092,0.02344587012763767,126.50257177927172
996.8734083601722,5.317412560929349,0.22740358533321312,71.56545245150998,0.004963507432146595,133.94036616985323
2522.7736006330733,5.3170870362928495,0.22899352549912128,39.53864530358347,0.006064043492194422,116.15801110841764
4023.927059762843,17.441986267522623,0.026108566480087747,71.2873989174673,0.016155795250902907,125.69242808455562
2013.0453191871175,9.959859678371332,0.15240800342032337,31.85928489707119,0.02544766226458137,116.96097050784
811.8441548023466,5.308337828602549,0.22768115500558414,39.633743594937506,0.0062507676804688,129.54583901603226
1612.0407944674666,-0.012012654189786216,0.15137234245222353,55.55958981255288,0.0020831558008152897,130.206828938314
165.56404120966755,15.58314070330598,0.1015362768519046,39.49340557858743,0.05301303984791103,123.49336825074853
1022.7512396277601,0.08124693169190671,0.3071246647495378,31.969591314273515,0.0032813878174755167,127.43386360842196
9959.333039197854,4.20301159939565,0.050041383885042416,71.2670815896446,0.001461709427535558,121.13314781473743
1082.9877698374444,3.845879287318759,0.2285896244587152,71.48548523212781,0.00404311816053861,131.606130488671
540.6603988580362,8.363982880423784,0.05025744849774778,31.890588443504804,0.005932443019171364,123.05765875364806
8050.226373612605,12.76594698561391,0.02595791538441594,71.37063589562477,0.012231090876927916,120.56189092471547
4034.2336519035275,11.162386872637924,0.05041712987203449,71.32743153008397,0.0141555472775364,122.42622782059311
539.940300558037,7.377818322095755,0.22775381712465523,39.638861601528696,0.012475286188878103,130.28490220013208
6303.496915765981,-0.0289307351190784,0.10098426964059284,39.7156215258381,0.0012404270220747796,125.6730735302595
1223.9755971278037,4.787683377737124,0.024439926767343217,39.68268769502964,0.0007536855575547838,125.0047817040669
4010.306624562562,4.181294403412331,0.05003729169828929,71.32116723979327,0.0016375181358707475,133.57957110213724
5033.326551328301,15.39407275343162,0.0500668712476836,55.343399865886845,0.027271151440036584,117.177085572254
6359.463390034137,-0.014934603583471815,0.30451857360114043,39.55177891765971,0.0031739645931712244,116.1941870509226
993.2709224335887,7.129359042950816,0.15224506717237282,39.620352075736115,0.00923966077365673,128.30634366214557
4029.3592868648334,17.488339222016556,0.02508863995327207,31.823314543121523,0.017807387025619043,121.92109799365598
2545.6170360794636,0.024950035773529732,0.22822800751799754,31.513376978169937,0.002822332411550028,123.42820795904417
2520.535585604983,9.519647021312496,0.026074877014510184,71.30408080965084,0.004163432682584485,135.98170771879197
824.9378606670188,2.960458376958951,0.30301397440849304,55.56623437033388,0.004770645700837177,129.9201785845432
3148.9556479521025,12.621522798940571,0.025682212385831002,71.56232742057952,0.011986668017070526,133.67153211936525
667.8439263938355,17.37489315023718,0.02528291092795244,70.84846495497379,0.016242368231989913,122.62545670970843
628.8705579149934,1.9978906914120262,0.22881890817917513,39.446680635019284,0.003453232595512322,127.47342973798017
6319.953638461648,4.109904832838646,0.0501185916931554,71.22386681874235,0.0015155431283624902,129.2952865345721
1005.3866579027203,5.364466164087572,0.15320259272783765,71.25998648965033,0.004118731184223933,133.13443532445504
3977.306384858397,4.845337612414292,0.024736383718945702,55.487637011832405,0.0010080910256899292,133.81826539575124
9953.18750553582,-0.035974836766282554,0.10164442573613264,55.28484770045916,0.0012894451296096047,121.95041541808074
4017.988540345752,7.306556558624719,0.15141659705118488,71.41383715153822,0.007628261157934802,119.3372200916317
606.9568959110345,6.678708430589033,0.10141639764903455,71.15847925851442,0.004675722929452764,131.40734940848233
5007.002929612575,0.05253258541072031,0.024598825310217252,71.2594626342411,0.00040037048197895137,136.74566516086136
1620.761089835079,9.467551655301211,0.024708386600073972,31.349700733787483,0.004638359650634801,131.12174082049037
5000.892757518704,7.240933493311487,0.22776488005517706,71.16737248581384,0.01049847966185929,115.23929415124815
1961.82182860241,1.523223679720152,0.3046499980121696,39.57346619211567,0.0038725037165328784,122.01179193624668
6290.619092927763,3.2614085440849143,0.1019632894859496,31.84617238698059,0.002399062279430725,120.62099581557499
2542.737474970747,7.146700111004246,0.15201160601719244,71.29378733363248,0.007520164584776825,124.33697624861883
6293.033771764332,1.9884650782427153,0.22852434566399873,31.47076284039739,0.0036039788655174054,115.07291655170766
2533.5900480835785,15.627091584739834,0.10269603347191374,39.674062361736546,0.052749977297968424,110.33515140090122
